FrequencyHz,ZRealOhms,ZImagOhms,MagnitudeOhms,PhaseDegree
0.1,51235420,-896548.56,51243260,-1.002494
0.5,57045240,713936.1,57049708,0.71703416
1,56833908,2328413.8,56881584,2.3460238
5,56117990,2580305,56177280,2.6326053
10,57535060,1932060.3,57567492,1.9233022
50,54664540,-80762.24,54664600,-0.084649615
100,53922868,-1385271.6,53940660,-1.4715974
250,54325212,-7417524,54829264,-7.775044
500,50160044,-14224994,52138090,-15.832919
1000,35681708,-20563600,41183080,-29.955124
