FrequencyHz,ZRealOhms,ZImagOhms,MagnitudeOhms,PhaseDegree
0.1,1531105.4,-265572.63,1553966.8,-9.84014
0.5,1443327.5,-425447.3,1504725.8,-16.42385
1,1434783.6,-445760.1,1502433.4,-17.259027
5,1441364.8,-398072.34,1495324,-15.438947
10,1458202.5,-330574.4,1495203.6,-12.773055
50,1469170.5,-249832.2,1490261.1,-9.65082
100,1467717,-250942.23,1489014.9,-9.702305
250,1437288.6,-330900.47,1474887.8,-12.965034
500,1331153.8,-509232.9,1425232.9,-20.934353
1000,1032596.3,-731019.44,1265165.9,-35.296318
