FrequencyHz,ZRealOhms,ZImagOhms,MagnitudeOhms,PhaseDegree
0.1,1597132.9,-315142.16,1627927.5,-11.162067
0.5,1464083,-431542.22,1526357.8,-16.423016
1,1449043.1,-445152.34,1515878.1,-17.077185
5,1449335.3,-418781.94,1508625.5,-16.11652
10,1468214.3,-351355.2,1509670,-13.45823
50,1477182.5,-247705.8,1497807.1,-9.51925
100,1480826.4,-243964.95,1500788.4,-9.355394
250,1446252.8,-339344.56,1485530.8,-13.204845
500,1338591,-520277.4,1436145.6,-21.23988
1000,1038053.8,-741316.7,1275580.6,-35.53218
