FrequencyHz,ZRealOhms,ZImagOhms,MagnitudeOhms,PhaseDegree
0.1,1502889.5,-271070.72,1527139.8,-10.224304
0.5,1434912.6,-425460.56,1496659.9,-16.515419
1,1423911,-447587.06,1492600.6,-17.44983
5,1435116.8,-392077.1,1487711.1,-15.280444
10,1450198.9,-337663.22,1488990.6,-13.107172
50,1468793.1,-229833.2,1486666.3,-8.893388
100,1464013.4,-244631.6,1484311.3,-9.486285
250,1430101.8,-340092.56,1469984.4,-13.377032
500,1324954.8,-510823.22,1420016,-21.083652
1000,1029299.1,-728673,1261119,-35.295868
