Predictions1,Predictions2,Predictions3,Predictions4,Updates1,Updates2,Updates3,Updates4,Targets
0.6464057,0.6462196,0.6518393,-0.6525465,0.1,0.1,0.1,-0.1,0.07232574
0.5324853,0.5351376,0.6365737,-0.63708234,0.1,0.1,0.1,-0.1,0.08234941
0.6163758,0.6161274,0.6212728,-0.6221955,0.1,0.1,0.1,-0.1,0.099843994
0.6023673,0.60205513,0.60798526,-0.60802,0.1,0.1,0.1,-0.1,0.07115823
0.5889474,0.58867615,0.59440666,-0.5942711,0.1,0.1,0.1,-0.1,0.08072838
0.57617736,0.57594514,0.58012474,-0.5814185,0.1,0.1,0.1,-0.1,0.08400063
0.5637235,0.56365854,0.5678141,-0.56898296,0.1,0.1,0.1,-0.1,0.08831124
0.47921282,0.4812791,0.5559529,-0.5573517,0.1,0.1,0.1,-0.1,0.09084087
0.5406832,0.5407143,0.54442006,-0.54482496,0.1,0.1,0.1,-0.1,0.056883868
0.5299001,0.52983904,0.5332875,-0.5350881,0.1,0.1,0.1,-0.1,0.09871622
0.51948,0.51945007,0.52354896,-0.5241773,0.1,0.1,0.1,-0.1,0.12118234
0.5094313,0.50948995,0.5134807,-0.5144785,0.1,0.1,0.1,-0.1,0.10402421
0.49990577,0.4998482,0.5035333,-0.50301516,0.1,0.1,0.1,-0.1,0.15145014
0.4906482,0.49061993,0.4930783,-0.49251315,0.1,0.1,0.1,-0.1,0.12849315
0.48167184,0.48172733,0.4838913,-0.48361388,0.1,0.1,0.1,-0.1,0.121931314
0.47307056,0.47307056,0.47522315,-0.47628587,0.1,0.1,0.1,-0.1,0.09965954
0.4647711,0.46482465,0.46755517,-0.4680906,0.1,0.1,0.1,-0.1,0.11398951
0.4567315,0.4568104,0.4592571,-0.45496878,0.1,0.1,0.1,-0.1,0.13927267
0.44901615,0.44901615,0.45134377,-0.45095584,0.1,0.1,0.1,-0.1,0.13176441
0.44153252,0.44158337,0.44272777,-0.42716357,0.1,0.1,0.1,-0.1,0.13053912
0.4343193,0.43426928,0.43552,-0.41598344,0.1,0.1,0.1,-0.1,0.13649161
0.42726493,0.42731416,0.42906153,-0.3976329,0.1,0.1,0.1,-0.1,0.14201203
0.4205314,0.42048296,0.42222682,-0.41573572,0.1,0.1,0.1,-0.1,0.14337024
0.41393676,0.4137937,0.41565338,-0.41462818,0.1,0.1,0.1,-0.1,0.15564097
0.40754503,0.40759197,0.40904742,-0.40334296,0.1,0.1,0.1,-0.1,0.13780819
0.4013932,0.40123135,0.4028497,-0.37078264,0.1,0.1,0.1,-0.1,0.13873467
0.39542502,0.39540225,0.39672318,-0.39603993,0.1,0.1,0.1,-0.1,0.14574309
0.38956508,0.3896324,0.3910012,-0.3688981,0.1,0.1,0.1,-0.1,0.1503258
0.38394132,0.38396344,0.38533452,-0.38263655,0.1,0.1,0.1,-0.1,0.13932626
0.37845647,0.37850007,0.37985155,-0.37887064,0.1,0.1,0.1,-0.1,0.1343993
0.3731261,0.37316906,0.374523,-0.35434246,0.1,0.1,0.1,-0.1,0.14864378
0.36794376,0.36798614,0.36862195,-0.33257252,0.1,0.1,0.1,-0.1,0.16407967
0.36288252,0.36294526,0.3635514,-0.35080072,0.1,0.1,0.1,-0.1,0.124670066
0.35797873,0.35804057,0.35863855,-0.28636438,0.1,0.1,0.1,-0.1,0.15179995
0.35320568,0.35324636,0.3538567,-0.34551513,0.1,0.1,0.1,-0.1,0.17591858
0.34857833,0.3485984,0.34920073,-0.29209983,0.1,0.1,0.1,-0.1,0.15317151
0.3440315,0.3440315,0.34468547,-0.32254997,0.1,0.1,0.1,-0.1,0.15497106
0.33967954,0.3396404,0.34026644,-0.27559164,0.1,0.1,0.1,-0.1,0.18643953
0.33534116,0.33532184,0.33534116,-0.25520232,0.1,0.1,0.1,-0.1,0.15750922
0.33118755,0.3311494,0.3311494,-0.2452983,0.1,0.1,0.1,-0.1,0.16394046
0.32706115,0.32707998,0.32704228,-0.28691673,0.1,0.1,0.1,-0.1,0.16580325
0.323054,0.3230912,0.323054,-0.24366984,0.1,0.1,0.1,-0.1,0.1714114
0.3192169,0.31918016,0.31918016,-0.22589788,0.1,0.1,0.1,-0.1,0.17987402
0.3153804,0.31539854,0.31536222,-0.29498053,0.1,0.1,0.1,-0.1,0.19482298
0.31170592,0.31167,0.31167,-0.24686404,0.1,0.1,0.1,-0.1,0.16375446
0.3080637,0.30804595,0.30804595,-0.2560056,0.1,0.1,0.1,-0.1,0.19605403
0.30448765,0.3043824,0.30434734,-0.22317635,0.1,0.1,0.1,-0.1,0.17641899
0.3010449,0.30106226,0.30102757,-0.24911219,0.1,0.1,0.1,-0.1,0.17949538
0.29764524,0.29767954,0.29764524,-0.21354915,0.1,0.1,0.1,-0.1,0.16066952
0.29435503,0.29438895,0.29433808,-0.22062007,0.1,0.1,0.1,-0.1,0.19739327
0.29110357,0.29112035,0.29112035,-0.22294101,0.1,0.1,0.1,-0.1,0.19588959
0.287956,0.2879394,0.287956,-0.19822629,0.1,0.1,0.1,-0.1,0.20865366
0.2848433,0.2848925,0.2848597,-0.19264926,0.1,0.1,0.1,-0.1,0.19725104
0.28182927,0.28181306,0.28182927,-0.20972227,0.1,0.1,0.1,-0.1,0.20257235
0.2788466,0.2788466,0.27886266,-0.19911417,0.1,0.1,0.1,-0.1,0.19073835
0.27594194,0.27597374,0.27594194,-0.198105,0.1,0.1,0.1,-0.1,0.19532028
0.2731129,0.27312863,0.27309716,-0.23608223,0.1,0.1,0.1,-0.1,0.21209264
0.27031046,0.27032605,0.27023262,-0.17947255,0.1,0.1,0.1,-0.1,0.18687329
0.26759547,0.26761088,0.26758006,-0.19455256,0.1,0.1,0.1,-0.1,0.19502093
26.491953,26.495005,-5.1506805,-26.77882,0.026853018,0.026856069,-0.004789612,-0.02641775,-0.0036106852
-13.390173,-12.522697,-13.397039,13.424507,-0.05878413,-0.055314228,-0.058811594,0.048474588,0.026117193
-8.922713,-8.926273,-8.906437,8.9161005,-0.08003429,-0.08006634,-0.079887815,0.08051501,-0.0009003845
-6.692416,-6.6943235,-6.6798277,6.6840234,-0.09436684,-0.09439736,-0.09416543,0.1,-0.031779528
