Predictions1,Predictions2,Predictions3,Predictions4,Updates1,Updates2,Updates3,Updates4,Targets
0.76195955,2.683528,-2.427634,0.7218275,0.1,0.1,0.1,0.1,0.0059917853
-0.8712139,2.6859694,2.1537347,2.671473,0.1,0.1,0.1,0.1,0.0030893148
2.6859694,2.6858168,1.8152895,2.6746774,0.1,0.1,0.1,0.1,0.039517194
1.7971315,2.5466542,1.290379,2.6758986,0.1,0.1,0.1,0.1,0.019199615
0.76958895,1.4286261,1.0682077,2.6771193,0.1,0.1,0.1,0.1,-0.0049795285
0.24071121,1.1992831,1.0195313,2.67834,0.1,0.1,0.1,0.1,0.04062077
-0.1110096,0.8498516,0.95605373,2.6774244,0.1,0.1,0.1,0.1,0.05999955
-0.48210907,0.54726505,0.9768062,2.67834,0.1,0.1,0.1,0.1,0.059261497
-0.67086273,0.54833317,0.888762,2.6784925,0.1,0.1,0.1,0.1,0.08622804
-0.97375447,0.53734684,0.7825589,2.6798658,0.1,0.1,0.1,0.1,0.073625
-1.1765468,0.19447613,0.86312675,2.6798658,0.1,0.1,0.1,0.1,0.10692178
-1.0968947,0.14427423,0.8512249,2.6786451,0.1,0.1,0.1,0.1,0.08097638
-0.8764019,0.2759595,0.9438467,2.6798658,0.1,0.1,0.1,0.1,0.09823654
-0.9015794,0.06523228,0.9073777,2.6798658,0.1,0.1,0.1,0.1,0.12880924
-1.1571679,-0.0035858154,0.83535486,2.6810865,0.1,0.1,0.1,0.1,0.12450876
-1.3157092,-0.0116734505,0.9685665,2.6797132,0.1,0.1,0.1,0.1,0.14331512
-1.1083391,-0.056839943,0.60112906,2.6812391,0.1,0.1,0.1,0.1,0.13276348
-1.5131607,0.14168024,0.58358145,2.6810865,0.1,0.1,0.1,0.1,0.14374813
-1.5488671,-0.10322714,0.7364769,2.6797132,0.1,0.1,0.1,0.1,0.17128563
-1.2935834,0.102617264,0.63256264,2.6810865,0.1,0.1,0.1,0.1,0.16877827
-1.9286643,-0.25597,0.38612938,2.6807814,0.1,0.1,0.1,0.1,0.1790545
-2.227283,-0.21583891,0.34935522,2.6798658,0.1,0.1,0.1,0.1,0.2187667
-2.331197,-0.061875343,0.31410694,2.6812391,0.1,0.1,0.1,0.1,0.19789726
-2.1236744,-0.063248634,0.25047684,2.6807814,0.1,0.1,0.1,0.1,0.1684276
-2.542687,-0.48775482,0.32387257,2.6807814,0.1,0.1,0.1,0.1,0.2274193
-2.5120165,-0.409781,0.21904373,2.6807814,0.1,0.1,0.1,0.1,0.22045697
-2.682765,-0.5097275,0.3882656,2.6810865,0.1,0.1,0.1,0.1,0.24168229
-2.6269171,-0.26482058,0.43877316,2.6807814,0.1,0.1,0.1,0.1,0.23421928
-2.6023498,-0.29243898,0.38612938,2.680934,0.1,0.1,0.1,0.1,0.23579054
-2.3875027,-0.18532085,0.38261986,2.6807814,0.1,0.1,0.1,0.1,0.26700658
-2.0629435,-0.075455666,0.37163353,2.6812391,0.1,0.1,0.1,0.1,0.25023422
-2.0164034,0.0025177002,0.4433508,2.6807814,0.1,0.1,0.1,0.1,0.26942044
-2.1444268,-0.06294346,0.61577797,2.6807814,0.1,0.1,0.1,0.1,0.26412305
-1.9417869,0.004196167,0.46028852,2.6812391,0.1,0.1,0.1,0.1,0.28381982
-2.2089722,-0.21690702,0.3871975,2.6807814,0.1,0.1,0.1,0.1,0.27184695
-2.2520027,-0.082627304,0.4459448,2.6823072,0.1,0.1,0.1,0.1,0.30157083
-2.4103913,-0.24376297,0.32768726,2.6810865,0.1,0.1,0.1,0.1,0.33301872
-2.6192877,-0.21690702,0.31548023,2.6812391,0.1,0.1,0.1,0.1,0.327745
-2.629206,-0.15114069,0.30891895,2.6807814,0.1,0.1,0.1,0.1,0.32826576
-2.3177693,0.17357111,0.23476028,2.6812391,0.1,0.1,0.1,0.1,0.34152952
-2.6464484,-0.121995926,0.17753887,2.6810865,0.1,0.1,0.1,0.1,0.3441333
-2.6829176,-0.059586525,0.22636795,2.6810865,0.1,0.1,0.1,0.1,0.34702575
-2.6754405,-0.070420265,0.018539429,2.680934,0.1,0.1,0.1,0.1,0.3637494
-2.67895,-0.04753161,0.2332344,2.680934,0.1,0.1,0.1,0.1,0.38794398
-2.6765087,-0.030289173,0.13450813,2.6810865,0.1,0.1,0.1,0.1,0.3659582
-2.6743724,-0.24742508,0.21385479,2.6807814,0.1,0.1,0.1,0.1,0.38222837
-2.6777294,-0.4706645,0.14793634,2.6812391,0.1,0.1,0.1,0.1,0.39220062
-2.6766613,-0.42351437,0.10505867,2.6810865,0.1,0.1,0.1,0.1,0.40321124
-2.674525,-0.52971697,0.20057964,2.6810865,0.1,0.1,0.1,0.1,0.41244087
-2.6740673,-0.6659799,0.24055862,2.6821547,0.1,0.1,0.1,0.1,0.38518387
-2.6618602,-0.5490961,0.10139656,2.6807814,0.1,0.1,0.1,0.1,0.4337162
-2.6757457,-0.62462807,0.5664916,2.6823072,0.1,0.1,0.1,0.1,0.46288234
