Predictions1,Predictions2,Predictions3,Predictions4,Weights1,Weights2,Weights3,Weights4,Updates1,Updates2,Updates3,Updates4,Targets
0.021286488,0.18959332,0.09926033,0.020828724,0.16374221,1.4584101,0.76354104,0.16022097,0.028833406,-0.036806256,-0.0015763914,0.029011933,0.0952183
0.020981312,0.17830181,0.095749855,0.0261693,0.1498665,1.2735844,0.68392754,0.18692358,0.039101176,-0.026973436,0.007698388,0.03692222,0.11407935
0.027084827,0.1749444,0.10170174,0.023422718,0.1805655,1.166296,0.67801154,0.15615144,0.07710965,0.0105728395,0.04353204,0.0787576,0.1984396
0.028152943,0.18196392,0.11650276,0.017623901,0.17595589,1.1372745,0.72814226,0.11014938,0.07124075,-0.0025885175,0.028832838,0.07629469,0.17657118
0.030594349,0.18333721,0.122148514,0.025711536,0.17996676,1.0784541,0.71852064,0.15124433,0.07354694,-0.0043519214,0.026854314,0.07603717,0.17480403
0.032120228,0.1847105,0.124895096,0.01960802,0.1784457,1.0261694,0.6938616,0.10893344,0.0889493,0.00655055,0.03885087,0.0957059,0.19684115
0.03562975,0.18928814,0.1396966,0.02693224,0.187525,0.9962534,0.7352453,0.14174864,0.09146148,0.0038762016,0.03214338,0.096419066,0.1960885
0.031052113,0.18699932,0.14061213,0.021286488,0.15526056,0.9349966,0.7030606,0.10643244,0.0963351,0.0027667703,0.03059909,0.10219447,0.1916106
0.03334093,0.19584942,0.13481331,0.028610706,0.15876634,0.9326163,0.64196813,0.13624147,0.10042123,-0.0019591162,0.036493633,0.10340127,0.19273971
0.046921253,0.20286846,0.13923883,0.0261693,0.21327843,0.9221294,0.6329038,0.118951365,0.098859265,-0.004065889,0.03792966,0.11255555,0.19670802
0.046768665,0.20286846,0.15419245,0.02830553,0.20334202,0.88203675,0.67040193,0.12306752,0.097430594,-0.010278264,0.023308186,0.110170156,0.18797243
0.041580677,0.20164776,0.15281916,0.032272816,0.17325282,0.840199,0.6367465,0.13447008,0.1412265,0.025978202,0.061134793,0.14792815,0.2377286
0.04280138,0.21538162,0.15922785,0.02250719,0.17120552,0.8615265,0.6369114,0.09002876,0.16732317,0.03788799,0.08000332,0.18254381,0.26589894
0.043106556,0.21782303,0.17616558,0.01838684,0.16579445,0.8377809,0.67756,0.07071862,0.13272807,-0.0035507744,0.028942034,0.15200944,0.21327075
0.050583363,0.20073223,0.18211651,0.029678822,0.18734577,0.74345267,0.67450553,0.10992156,0.13811707,0.016496483,0.03157522,0.15504976,0.22109826
0.049057484,0.20149517,0.18211651,0.029373646,0.1752053,0.7196256,0.6504161,0.10490588,0.20721771,0.07917005,0.09544812,0.22375214,0.29574522
0.048141956,0.20668316,0.19050884,0.022354603,0.16600674,0.71270055,0.65692705,0.07708484,0.16181833,0.023887485,0.03795914,0.18425333,0.23414004
0.057449818,0.21141338,0.18806744,0.025711536,0.19149938,0.70471126,0.62689143,0.08570512,0.21483772,0.07627049,0.09728185,0.24340217,0.29615837
0.057754993,0.22621536,0.19569683,0.025711536,0.18630643,0.72972697,0.63128006,0.08294044,0.23313442,0.07646628,0.10484851,0.26293483,0.30843717
0.05378771,0.21751785,0.19707012,0.022354603,0.16808659,0.6797433,0.61584413,0.069858134,0.17436628,0.017185349,0.03681517,0.20454207,0.23541926
0.057602406,0.22224808,0.20408916,0.029373646,0.17455274,0.673479,0.618452,0.08901104,0.21563075,0.05263154,0.07060886,0.24357723,0.27541125
0.056229115,0.22865677,0.19783306,0.02693224,0.16537975,0.6725199,0.5818619,0.07921247,0.2851463,0.109270096,0.14071028,0.3150291,0.33578432
0.05668688,0.2358284,0.20515728,0.01960802,0.16196251,0.67379546,0.58616364,0.056022916,0.25089136,0.06279278,0.09499746,0.28982416,0.29563105
0.054092884,0.24193192,0.20881939,0.030746937,0.150258,0.6720331,0.58005387,0.08540815,0.28321597,0.080349825,0.11611135,0.3084296,0.3163299
0.062485695,0.2420845,0.21400738,0.030746937,0.16888025,0.65428245,0.5783983,0.08309983,0.31089854,0.11154387,0.14270948,0.34612858,0.34257448
0.058823586,0.25185013,0.21049786,0.02693224,0.15479891,0.6627635,0.5539417,0.07087432,0.3156784,0.095628135,0.14276972,0.3520345,0.33573446
0.06477451,0.25886965,0.21522903,0.035934925,0.1660885,0.66376835,0.55186933,0.09214084,0.33956936,0.11247808,0.16353759,0.3733117,0.35500476
0.063858986,0.27244997,0.21873856,0.030594349,0.15964746,0.6811249,0.5468464,0.07648587,0.33843532,0.08812612,0.15257983,0.37835288,0.3458884
0.06767368,0.27489138,0.22240067,0.034714222,0.16505776,0.6704668,0.54244065,0.08466884,0.31210002,0.05722227,0.12178585,0.35264018,0.32141355
0.07225132,0.2796216,0.23125076,0.041580677,0.17202696,0.66576576,0.5505971,0.099001616,0.35264832,0.091361776,0.15230903,0.39129335,0.35213095
0.071183205,0.282063,0.22987747,0.040359974,0.16554233,0.6559605,0.53459877,0.0938604,0.39802083,0.1259859,0.19330524,0.4377828,0.3797265
0.07011509,0.29427052,0.22713089,0.03547716,0.15935248,0.66879666,0.51620656,0.080629915,0.38421723,0.088332094,0.17695639,0.4299393,0.36118877
0.069657326,0.2921338,0.233387,0.043106556,0.15479407,0.64918625,0.5186378,0.095792346,0.35977393,0.059430692,0.13873889,0.39561746,0.33615655
0.079880714,0.30663013,0.23125076,0.045242786,0.17365372,0.66658723,0.50271904,0.098353885,0.38658634,0.073672146,0.17769568,0.4343867,0.36001575
0.07743931,0.2956438,0.23491287,0.045547962,0.16476448,0.6290294,0.49981463,0.09691056,0.4497077,0.14203934,0.22766995,0.49467447,0.39638093
0.07957554,0.3057146,0.2408638,0.04798937,0.16578238,0.63690543,0.5017996,0.09997785,0.4055121,0.07987185,0.17325701,0.45099616,0.36118117
0.08430576,0.31548023,0.25032425,0.04798937,0.17205258,0.6438372,0.5108658,0.09793749,0.45878512,0.11895864,0.21473794,0.5121702,0.39640447
