FrequencyHz,ZRealOhms,ZImagOhms,MagnitudeOhms,PhaseDegree
0.1,1596704,-201107.47,1609319,-7.1786957
0.5,1595380.5,-40139.156,1595885.4,-1.4412354
1,1586409.5,12660.523,1586460,0.45724583
5,1580483.9,39286.93,1580972.1,1.4239384
10,1576266.5,38540.77,1576737.6,1.400641
50,1567005.9,10162.486,1567038.8,0.3715745
100,1562533.6,-23038.988,1562703.5,-0.8447441
250,1543567.9,-153061.63,1551138.3,-5.6629896
500,1452887.3,-350461.25,1494558.3,-13.561651
1000,1168761.5,-628982.2,1327261.1,-28.287416
