FrequencyHz,ZRealOhms,ZImagOhms,MagnitudeOhms,PhaseDegree
0.1,4927245,51288.18,4927512,0.5963759
0.5,5579238.5,256358.47,5585125,2.6308131
1,5756651,292249.97,5764064.5,2.90626
5,5906576.5,306197.5,5914508,2.967562
10,5889744.5,298658.72,5897311.5,2.902883
50,5810196.5,166977.69,5812595.5,1.6461549
100,5808073,-36697.484,5808189,-0.3620104
250,5789517.5,-454143.4,5807302,-4.4852314
500,5374181,-1277390.1,5523907,-13.370533
1000,4475318,-2227237.5,4998905.5,-26.458212
