FrequencyHz,ZRealOhms,ZImagOhms,MagnitudeOhms,PhaseDegree
0.1,10920618,690431.56,10942422,3.617582
0.5,10903517,688634.7,10925241,3.6138363
1,10946509,682136.06,10967742,3.5657983
5,10935479,657065.3,10955201,3.4385197
10,10921787,616027.4,10939147,3.2282639
50,10837861,385321.38,10844708,2.0361946
100,10757696,77706.44,10757977,0.41385937
250,10700415,-786540.8,10729283,-4.204002
500,9949441,-2183515.3,10186222,-12.377963
1000,8362669,-4345939.5,9424511,-27.460146
