FrequencyHz,ZRealOhms,ZImagOhms,MagnitudeOhms,PhaseDegree
0.1,1707986.9,-122099.055,1712345.5,-4.0889535
0.5,1657922.9,-9124.655,1657948,-0.3153337
1,1651062.8,40008.1,1651547.4,1.388104
5,1660667.8,61946.883,1661822.8,2.136279
10,1611255.1,44223.66,1611862,1.5721862
50,1600273.9,9388.544,1600301.4,0.33614105
100,1595478.9,-19400.457,1595596.8,-0.696662
250,1573927.3,-147706.84,1580842.9,-5.36128
500,1484231.4,-359631.8,1527179.8,-13.620364
1000,1198096.5,-632933,1355005.4,-27.846693
