FrequencyHz,ZRealOhms,ZImagOhms,MagnitudeOhms,PhaseDegree
0.1,10893743,709278.44,10916809,3.7252007
0.5,10893021,687629.1,10914703,3.6120408
1,10949262,685088.7,10970674,3.5802946
5,10929599,659121.9,10949455,3.4511073
10,10925836,627288,10943829,3.2859309
50,10860677,384324.13,10867475,2.026666
100,10776978,163634.38,10778220,0.86989486
250,10684084,-772530.8,10711977,-4.1356707
500,10305784,-2220282,10542240,-12.157994
1000,8037617.5,-4005821.8,8980529,-26.49094
